Title,Abstract,Year,Author,Keywords,Journal,CLC,Removal_Reason
"扎实推动高质量发展,加快中国式现代化建设——学习贯彻中央经济工作会议精神笔谈","2023年12月召开的中央经济工作会议指出,2023年是全面贯彻党的二十大精神的开局之年,是三年新冠疫情防控转段后经济恢复发展的一年。以习近平同志为核心的党中央团结带领全党全国各族人民,顶住外部压力、克服内部困难,全面深化改革开放,加大宏观调控力度,着力扩大内需、优化结构、提振信心、防范化解风险,我国经济回升向好,高质量发展扎实推进。会议还强调,必须把推进中国式现代化作为最大的政治,在党的统一领导下,团结最广大人民,聚焦经济建设这一中心工作和高质量发展这一首要任务,把中国式现代化宏伟蓝图一步步变成美好现实。做好2024年经济工作,要以习近平新时代中国特色社会主义思想为指导,全面贯彻落实党的二十大和二十届二中全会精神,坚持稳中求进工作总基调,完整、准确、全面贯彻新发展理念,加快构建新发展格局,着力推动高质量发展,全面深化改革开放,推动高水平科技自立自强,加大宏观调控力度,统筹扩大内需和深化供给侧结构性改革,统筹新型城镇化和乡村全面振兴,统筹高质量发展和高水平安全。为学习宣传贯彻本次中央经济工作会议精神,为深入贯彻落实党中央关于经济工作的决策部署提供学术支持与政策参考,本刊约请国内著名专家以“扎实推动高质量发展,加快中国式现代化建设”为主题撰写一组笔谈,以飨读者。",2024,高培勇;隆国强;刘尚希;魏后凯;张永生;刘元春;孙久文;范从来;魏众,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
第七届“张培刚发展经济学青年学者奖”评选公告,"为促进中国经济学学术进步,推动经济学学科建设,鼓励经济学青年人才成长,提高中国经济研究水平,张培刚发展经济学研究基金会(以下简称基金会)特设立“张培刚发展经济学青年学者奖”。张培刚发展经济学青年学者奖每年评选一届,坚持公开、公平、公正的原则,重在鼓励和支持在发展经济学及相关领域拥有创新性的学术研究成果并且具有较强科研潜力的中国青年经济学者。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
高质量发展与中国式现代化,"在新的一年即将到来之际,中国社会科学院经济研究所以“高质量发展与中国式现代化”为主题,于2023年12月23日在北京主办“经济研究·高层论坛暨经济学动态·大型研讨会(2023)”,以期广大学者共聚一堂围绕会议主题开展研讨,贡献智慧。本届高层论坛暨大型研讨会由经济研究杂志社、经济学动态杂志社、北京大学光华管理学院承办,由《中国经济史研究》编辑部、《经济思想史学刊》编辑部、《经济管理学刊》编辑部、中国社会科学院大学经济学院协办。",2024,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
主编寄语,"新元复始,万象新启。值此新年到来之际,《经济研究》衷心祝愿经济学界同仁和关心支持《经济研究》的各界人士新年快乐,万事如意!在即将过去的2023年,《经济研究》始终牢记自己的使命,坚持以马克思主义为指导,坚持把马克思主义基本原理同中国具体实际相结合、同中华优秀传统文化相结合,推出了一系列深入学习宣传贯彻党的二十大精神和文化传承发展座谈会精神,",2023,黄群慧,,经济研究,,公告、招聘、宣传或编辑性材料
《经济研究》连续荣获“中国最具国际影响力学术期刊”,"中国知网和清华大学图书馆自2012年起连续12年联合研制《中国学术期刊国际引证年报》(简称《国际年报》),通过统计国际期刊对中国期刊的引用,客观反映我国学术期刊在国际学术研究领域的话语实情。通过连续多年的统计与遴选,《国际年报》及国际影响力TOP期刊品牌已经得到期刊界和科研管理部门的广泛认同,在助力中国期刊走向国际舞台、树立国际学术品牌和文化自信方面发挥了积极的、重要的作用。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第七届“期刊主题宣传好文章”活动《经济研究》所载《中国式现代化的理论认识、经济前景与战略任务》入选,"《中国式现代化的理论认识、经济前景与战略任务》(中国式现代化研究课题组,《经济研究》2022年第8期,全文请参见:https://mp.weixin.qq.com/s/vzgTHuKzVrEugu-aXNK1hA)在由中宣部出版局主办、中国期刊协会承办的第七届“期刊主题宣传好文章”推荐活动(2023年度)中入选。第七届“期刊主题宣传好文章”推荐活动旨在引导广大期刊深入学习宣传贯彻习近平新时代中国特色社会主义思想和党的二十大精神,坚持正确出版方向,紧紧围绕党和国家工作大局做好主题宣传,持续打造内容精品。此前,《经济研究》所载文章还曾在第三届(2019年度)、第五届(2021年度)与第六届(2022年度)“期刊主题宣传好文章”活动中入选。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
经济研究·高层论坛暨经济学动态·大型研讨会(2023)高质量发展与中国式现代,"党的二十大报告指出,中国共产党在新时代新征程的中心任务就是团结带领全国各族人民全面建成社会主义现代化强国、实现第二个百年奋斗目标,以中国式现代化全面推进中华民族伟大复兴。中国式现代化理论,是党的二十大的一个重大理论创新,是科学社会主义的最新重大成果。实现高质量发展既是中国式现代化的本质要求之一,也是全面建设社会主义现代化国家的首要任务。推进中国式现代化,要在深刻认识高质量发展的重大意义的基础上,坚持新发展理念,依靠创新发展提供动力,依靠协调发展解决不平衡不充分的问题,以绿色发展回应中国式现代化的内在要求,以开放发展深化现代化的格局与发展空间,以共享发展实现现代化的价值追求。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
内蒙古财经大学工商管理学院简介,"内蒙古财经大学是一所以本科和研究生教育为主、同时承担高等职业教育、继续教育培养任务,以经济学、管理学为主,理学、法学、文学、工学协调发展,具有鲜明财经特色的多科性应用研究型财经大学。作为我国民族地区高等财经教育的开创者、实践者和探索者,学校始终坚持为党育人、为国育才,坚持扎根边疆、服务西部,大力培养忠诚党的事业、具备国际视野、富有家国情怀、投身财经实践的杰出人才,为自治区乃至全国培养了大量各级各类人才,他们已经成为自治区财政、审计、金融、税务、工商企业等系统中的骨干与中坚力量,积极服务自治区“两个屏障”“两个基地”和“一个桥头堡”建设,为社会发展、边疆稳定、民族团结做出了重要贡献。",2023,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
第二十一届中国青年经济学者论坛在中国社会科学院大学经济学院召开,"2023年9月22—23日,第二十一届中国青年经济学者论坛在中国社会科学院大学经济学院召开。本届论坛由中国社会科学院经济研究所经济研究杂志社、中国社会科学院大学经济学院、北京大学光华管理学院、武汉大学经济与管理学院共同主办,得到中国社会科学院大学科研处大力支持。来自全国高校和科研机构的近百名知名经济学专家、青年经济学者与在读研究生齐聚中国社会科学院大学,围绕“全面建设社会主义现代化国家新征程上的中国经济学创新”开展学术探讨和交流。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
内蒙古财经大学工商管理学院简介,"内蒙古财经大学是一所以本科和研究生教育为主、同时承担高等职业教育、继续教育培养任务,以经济学、管理学为主,理学、法学、文学、工学协调发展,具有鲜明财经特色的多科性应用研究型财经大学。作为我国民族地区高等财经教育的开创者、实践者和探索者,学校始终坚持为党育人、为国育才,坚持扎根边疆、服务西部,大力培养忠诚党的事业、具备国际视野、富有家国情怀、投身财经实践的杰出人才,为自治区乃至全国培养了大量各级各类人才,他们已经成为自治区财政、审计、金融、税务、工商企业等系统中的骨干与中坚力量,积极服务自治区“两个屏障”“两个基地”和“一个桥头堡”建设,为社会发展、边疆稳定、民族团结做出了重要贡献。",2023,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
第九届文化与经济论坛在中央民族大学举行,"2023年6月2日,习近平总书记在文化传承发展座谈会上指出:“在五千多年中华文明深厚基础上开辟和发展中国特色社会主义,把马克思主义基本原理同中国具体实际、同中华优秀传统文化相结合是必由之路。”“第二个结合”是又一次的思想解放,让我们能够在更广阔的文化空间中,充分运用中华优秀传统文化的宝贵资源,探索面向未来的理论和制度创新。中国式现代化赋予中华文明以现代力量,中华文明赋予中国式现代化以深厚底蕴。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第六届张培刚发展经济学青年学者奖颁奖典礼暨“中国式现代化与发展经济学新发展”论坛公告,"第六届张培刚发展经济学青年学者奖结果现已产生。特公告如下:第六届张培刚发展经济学青年学者奖颁奖典礼将于2023年10月14日(星期六)在华中科技大学举行,还将同时举办“中国式现代化与发展经济学新发展”论坛。党的二十大擘画了以中国式现代化全面推进中华民族伟大复兴的宏伟蓝图。在新时代如何围绕中国式现代化这一根本任务,深入研究探讨当前我国经济发展中的重要理论与现实问题,构建中国经济学自主知识体系,是中国经济学界的时代责任和历史担当。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第20届孙冶方经济科学奖《经济研究》所载两篇文章获奖,"根据《孙冶方经济科学基金会章程》和孙冶方经济科学奖评奖公告的规定,经过孙冶方经济科学基金会评奖委员会评审与社会公示,孙冶方经济科学基金会理事会批准并公布了第20届孙冶方经济科学奖获奖作品名单。《经济研究》2019年第6期所载文章《自然利率与中国宏观政策选择》(作者:徐忠、贾彦东)与2020年第3期所载文章《再论中国金融资产结构及政策含义》(作者:易纲)获本届孙冶方经济科学奖·论文奖。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
在马克思主义政治经济学中国化时代化中建设中华民族现代文明——学习贯彻文化传承发展座谈会精神笔谈,"2023年6月2日,习近平总书记亲临中国历史研究院考察,出席文化传承发展座谈会并发表重要讲话,从党和国家事业发展全局战略高度,对中华文化传承发展的一系列重大理论和现实问题作出全面系统深入阐述。习近平总书记指出:“在五千多年中华文明深厚基础上开辟和发展中国特色社会主义,把马克思主义基本原理同中国具体实际、同中华优秀传统文化相结合是必由之路。”“第二个结合”表明我们党对中国道路、理论、制度的认识达到了新高度,表明我们党的历史自信、文化自信达到了新高度,表明我们党在传承中华优秀传统文化中推进文化创新的自觉性达到了新高度。为了深入学习贯彻本次座谈会的重要精神,本刊邀请国内著名专家学者,围绕坚持“两个结合”,尤其是“第二个结合”,加快构建中国经济学三大体系,以“在马克思主义政治经济学中国化时代化中建设中华民族现代文明”为题,撰写一组笔谈文章,以飨读者。",2023,陈冬华;陈彦斌;冯根福;黄先海;龙登高;李涛;李曦辉;陆铭;史晋川;杨瑞龙;张军,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2022年分别进行了第一至七届乌家培资助计划的评选。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
“习近平经济思想研究·期刊论坛”在北京成功举办,"2023年7月1日,在中国共产党成立102周年之际,由中国社会科学院经济研究所主办,《经济研究》《经济学动态》《中国经济史研究》《经济思想史学刊》四刊编辑部共同承办的“习近平经济思想研究·期刊论坛”在北京召开。来自中国社会科学院、习近平经济思想研究中心、南开大学中国特色社会主义经济建设协同创新中心、中央党校(国家行政学院)中国式现代化研究中心、中宣部出版局期刊处、全国哲学社会科学工作办公室组织协调处、",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
嘉兴学院经济学院简介,"嘉兴学院是一所涵盖经济学、管理学、法学、文学、教育学、理学、工学、医学、艺术学等九大学科门类的浙江省属普通高等学校。办学肇始于1914年,曾先后隶属于国家重工业部、冶金部、中国有色金属工业总公司,被誉为中国有色行业经济管理人才的“摇篮”,是一所红船精神育人特色鲜明、应用型办学优势突出的综合性高校。学校拥有全职院士3人,柔性聘用院士10人,中国工程院院士陆军现为学校校长。",2023,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2022年分别进行了第一至七届乌家培资助计划的评选。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
中南财经政法大学会计学院简介,"中南财经政法大学是中华人民共和国教育部直属的一所以经济学、法学、管理学为主干,兼有哲学、文学、史学、理学、工学、艺术学等九大学科门类的普通高等学校,是国家“211工程”高校和“985工程优势学科创新平台”项目重点建设高校,入选世界一流大学和一流学科建设高校及建设学科名单。",2023,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2022年分别进行了第一至七届乌家培资助计划的评选。",2023,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2022年分别进行了第一至七届乌家培资助计划的评选。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
习近平经济思想研讨会在中山大学岭南学院成功举办,"党的十八大以来,以习近平同志为核心的党中央对经济形势进行科学研判,对发展理念和发展方式做出适时调整,围绕“实现什么样的发展、怎样实现发展”这一重大问题,提出了一系列治国理政新理念新思想新战略,形成了习近平经济思想。习近平经济思想体系严整、内涵丰富、博大精深,是习近平新时代中国特色社会主义思想的重要组成部分,是中国共产党不懈探索社会主义经济发展道路形成的宝贵思想结晶,是马克思主义政治经济学在当代中国、二十一世纪世界的最新理论成果,是我国经济高质量发展、全面建设社会主义现代化国家的科学指南。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
中南财经政法大学会计学院简介,"中南财经政法大学是中华人民共和国教育部直属的一所以经济学、法学、管理学为主干,兼有哲学、文学、史学、理学、工学、艺术学等九大学科门类的普通高等学校,是国家“211工程”高校和“985工程优势学科创新平台”项目重点建设高校,入选世界一流大学和一流学科建设高校及建设学科名单。会计学院是学校品牌优势学院,入选首批“全国党建标杆院系”培育单位,现已拥有国家级重点学科、国家级特色专业、国家级一流专业、国家级教学团队、财政部重点学科、中国会计史文博馆等品牌。",2023,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2022年分别进行了第一至七届乌家培资助计划的评选。",2023,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2022年分别进行了第一至七届乌家培资助计划的评选。",2023,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
