Title,Abstract,Year,Author,Keywords,Journal,CLC,Record_ID
基于中国治理实践的行政法学命题转换,"中国治理实践有其独特的发展规律、价值目标和覆盖场域,其在向不同主体、领域、空间延伸的同时,也促进了行政法制度发展。治理实践与创新为行政法学研究提供了经验素材,催生了行政法学研究的价值取向嬗变,促进了行政法的制度功能调适。对接治理的法治需求,行政法学研究应以制度完善为着力点,应通过推动法治规律与中国国情相结合、治理创新与行政法治相协调、公权力与公民权利相平衡、中国法治与全球法治相统筹实现自身目标优化。循此逻辑,因应治理主要任务变化、治理资源整合、治理范式改造、治理场域拓宽等,通过增强行政法的回应性、包容性、整体性及全球性,探寻行政法学命题转换之主要路径,助推行政法学理论创新。行政法学知识体系构建只有立足于中国治理现代化语境,才能彰显其自主性、创新性、融贯性。",2023,石佑启,中国治理;行政法学;命题转换;理论创新;知识体系,中国社会科学,,CSS_ce161af4a889
从普遍性本质到普遍性外观:马克思历史性视域的确立,"马克思思想中的历史性问题的提出,始于马克思对黑格尔辩证法神秘性质的批判,这一批判揭示了后者以一种虚假的方式“设定”出了关于“观念的东西”和“物质的东西”的关系。马克思辩证法的直接目标在于,在不抹杀物质的东西相对于观念的东西的外在性的前提下建立二者之间的内在关系。普遍性经验对象的提出是这一工作的关键机制。普遍性经验对象在青年马克思与黑格尔哲学,特别是与费尔巴哈人本学的一系列思想对话中经历了内涵变化,不仅与特定历史进程联系在一起,而且其内在包含的“普遍性”维度通过向“普遍性外观”的转变而获得了历史性维度。马克思历史性视域的确立过程展现了重要的方法论特征,这对我们分析当代人类生活有着特别的启示意义。",2023,吴猛,马克思;历史性视域;普遍性经验对象;普遍性外观,中国社会科学,,CSS_a3c1999b5673
私法中的分配层次,"比照经济学中的三次分配理论,私法内蕴了两个半分配层次。初次分配赋予所有私主体以平等的客观权利,私主体通过事实行为和法律行为获得主观权利。法律环境应有利于释放主体能量和创造力,扶持企业家,捍卫竞争中性,促进生产要素流动,以夯实共同富裕的物质基础。再分配是对初次分配规则的变更,是私法固有的和应有的功能。它通过均衡私主体在互动关系中的强弱格局,比公法再分配方式更能增进主体自决、捍卫人格尊严,且能使私法实现提升社会福利的国家目标,减少权力运行中的对抗。私法还存在介于再分配与第三次分配之间的第2.5次分配,以牺牲责任为典型,还包括营利法人社会责任的扩张、侵权责任的膨胀以及受益返还的限制。分配正义可作为私法分配各层次的共同基础,它可以纳入私法中的不同价值,并依据情形赋予其不同权重,也有助于将全部私法规则转化为自然规则,更凸显私法的中立性。",2023,谢鸿飞,私法;初次分配;再分配;分配正义;牺牲责任,中国社会科学,,CSS_b1178e60166c
全球史与国际关系研究的空间融合,"空间,特别是社会关系空间,既影响着人类的生产和交往,又在人类的生产和交往中演变生发,是全球史和国际关系研究的基本范畴和重要研究内容。由于全球史与国际关系研究都注重横向交往,两者在空间上的融合,如国家之间交往形成的区域性跨国空间,正在凸显生产要素在人类交往中的基础作用,以及生产与交往作为人类社会发展两种基本动力的开拓能力。互联互通、互利合作、相互依存的全球空间是人类命运共同体的现实基础。不同区域和层次的各种空间的融合,将汇总为“全球”与“国际”,动态地展现人类各种群体的发展形态和世界面貌,促使全球史与国际关系实现历史与现实的相互映照,为中国全球史和新型国际关系研究的发展奠定空间维度的共同基础。",2023,董欣洁,全球史;空间融合;全球空间;区域;人类命运共同体,中国社会科学,,CSS_2d7ee014eea4
国家治理中的“工具理性主义”谜题及其解答,"以“工具理性”为依据所制定的国家治理理论越精致,其在实践中带来的难题越复杂,治理理论与实践的关系也越紧张,从而产生治理领域的“工具理性主义”谜题。学界从“有限批判”“文化批判”和“彻底否定”角度的解答都无法实现治理理论和实践的统一,也就无法破解这一谜题。马克思的“实践”观点和“社会关系”观点内在蕴含着对两种理性的辩证统一倾向,从其理论资源中能开拓出“新型理性”。从某种意义上来说,中国式现代化是奠基在“新型理性”上的现代化发展道路和治理方案,完成了对治理领域“工具理性主义”谜题的科学解答,不但走出了一条国家治理体系和治理能力现代化建设的成功实践之路,而且完成了治理理论上的原创性发展,实现了治理理论与实践的有机统一。",2023,刘新刚,工具理性;工具理性主义;新型理性;国家治理体系和治理能力现代化,中国社会科学,,CSS_3e035934844e
文明的历史含义及其当代启示,"“文明”和“文化”可以在宽泛的意义上通用。在人类文明的初期,人的自我中心化是一种普遍的文化心理现象,但文明成熟的标志却在于这种自我中心化的扬弃。人的存在具有超越性,人的个体与类之间的积极互动,使人类文明以加速度的方式演进。人的肉体存在与精神存在的分野这一人类学本体论悖论,在东西方文明中都有各自的表现形式。西方文明塑造的现代性存在着文明与野蛮的吊诡和“伪普遍性”的霸权。从历史的长时段看,人类文明重心是随着不同的历史契机而不断转移的,中华民族的伟大复兴将深刻影响21世纪文明新格局。人类普遍交往是文明发展的重要条件,文明互鉴有助于不同民族为人类文明的总体进步提供各自的独特贡献。",2023,何中华,文明;自我中心化;超越性;交往;文明互鉴,中国社会科学,,CSS_1066415902a2
摩尔根多重意义下的“文明”及其与“国家”的关系,"在“文明”及其与“国家”的关系问题上长期未能取得共识,根本原因在于,学术界一直简单化地理解和沿用了摩尔根的相关界说。实际上,摩尔根的“文明”至少拥有三重含义:某种特殊的狭义文化,某种特殊的经济、社会和政治等方面意义上的发展状态,以及包括前两者在内的概括言之的人类社会某个特殊的发展阶段。以“国家”的出现为坐标,摩尔根“文明”的产生又至少拥有三种不同的时间:狭义文化意义上的“文明”在前,“国家”在后,两者相差数百年;经济、社会和政治等方面意义上的“文明”早于“国家”数百年而出现;后一种“文明”与“国家”几乎同时产生,或者稍晚出现。摩尔根关于“文明”及其与“国家”关系复杂的多重界说,在逻辑上存在严重缺陷。自摩尔根以来流行的用以判别“文明”的狭义文化标志或标准,验之以历史学、考古学和人类学的实证材料,也都不具有普遍性。",2023,易建平,摩尔根;文明;国家;逻辑检验;实证检验,中国社会科学,,CSS_e29f9174d45d
发展型财税法的理念跃迁与制度构造,"发展权包括个体发展权与社会经济发展权,作为新兴领域法的财税法兼顾二者的实现。现代财税法经历着由保障型财税法向发展型财税法的理念跃迁,赋予公共财产权力和纳税人权利两大核心范畴全新内涵,运用积极促进与消极限制两种调整方法。针对个体发展权,财税法以“两权分离”为核心保障个体自由发展的空间,通过法律赋能改善个体发展状况、提高个体发展能力。针对社会经济发展权,财税法对创新发展、协调发展、绿色发展、开放发展与共享发展的实现皆有制度助益。此间,财税法采用直接介入和间接引导两种做法,建立促进社会经济发展的长效制度机制。",2023,刘剑文;侯卓,新发展理念;财税法;个体发展权;社会经济发展权;公共财产权力,中国社会科学,,CSS_5e11d8ca84a1
国际援助的多样性与共同性——一种全球的视角,"第二次世界大战结束后,国与国之间的援助关系快速发展,援助主体层出不穷,国际援助领域出现了主体多元化、目标多样化、机构多重化等特征。不同的援助主体之间既相互矛盾、相互对峙,也相互交织、相互交流、相互影响、相互作用,甚至在国际发展合作领域里出现了方式和理念趋同的现象。从国际援助的主体和目标、运行与方式,以及互动和趋同的背景、原因等多重视角,可以认识无政府条件下国际援助的多重规律及援助主体之间的相互关联,有助于在多元的国际援助世界中坚持独立自主和优势互补,促进发展共同体乃至人类命运共同体的构建。",2023,周弘,国际援助;国际发展援助;南北关系;南南合作,中国社会科学,,CSS_edca877983c3
中国文化软实力理论创新——兼析约瑟夫·奈的“软实力”思想,"约瑟夫·奈“软实力”概念的提出具有深刻的政治背景、学术渊源。尽管在学理上约瑟夫·奈对“软实力”思想有一定的贡献,但其真实的目的是服务于美国政治及其国家利益。由于受政治立场和思维方法的局限,“软实力”思想存在诸多认识上的偏隘。而中国学界对“文化软实力”的研究,立足中国国情,突出中国特色,已经形成了包括“八对范畴”和“十六个问题域”的理论体系;在战略定位、宗旨目标、内涵重构、文化作用、体系逻辑、认识的广度和深度等方面实现了理论创新,超越了西方“软实力”思想的界域,并为进一步提升中国文化软实力提出一系列学理性的对策建议。",2023,张国祚,软实力;硬实力;文化软实力;理论超越,中国社会科学,,CSS_1078d132fdc5
世界变局中的文明形态变革及其未来图景,"文明具有时间性,处在不断的变化之中。世界变局历史地推动着文明形态变革。在21世纪的世界变局中,生产生活变革、世界政治调整、价值理想重塑、全球治理改革正深刻影响着人类文明的未来叙事。立足于对西方现代性的反思,中国式现代化创造的人类文明新形态得以历史性出场,反思并超越了资本主义带来的“文明的悖论”。以21世纪马克思主义为标志的思想体系塑造了人类文明新形态的深层精神结构。在世界变局的历史分界点上,超越以西方为中心的“普世文明”构想,超越具有对抗性质的文明冲突陷阱,解决世界性的风险社会难题,需要以人类命运共同体为世界历史载体,协力走向文明自觉的多元现代性图景、更高历史位阶的社会主义文明图景、美美与共的文明交往图景,最终绘就各文明共创人类美好社会的生活图景。",2023,项久雨,世界变局;中国式现代化;人类文明新形态,中国社会科学,,CSS_b2c4346e069c
论作为新型财产权的数据财产权,"财产权发达史表明,财产权客体的扩充是由生产力发展、生产生活资源形态的扩张所决定的,财产权的效力与保护方法是由财产权客体的性质所决定的。随着信息时代的到来和数字经济的兴起,我国在国家政策层面、立法层面和司法层面均存在数据确权的需求。在理论上,应当将数据财产权确立为与物权、知识产权相并列的第三类具有对世性的财产权利,而不应采取非确权保护模式、个人信息权保护模式或者将数据财产权确立为既有财产权的用益权新形式。构筑数据财产权制度是保护数据处理者合法劳动成果的必要举措,中央关于数据资源分类和数据权利分置的意见为数据确权指明了方向,劳动价值论的原理为数据确权奠定了理论基础,而“人财两分”理论则为解决确权的难点问题提供了制度安排思路。数据财产权作为民事主体基于数据享有的权利,具有财产性、对世性、有限支配和有限排他的基本属性。权利人享有包括利用、收益、占有和处分在内的各项权能。",2023,张新宝,数据财产权;数据;数字经济;个人信息权益;“人财两分”,中国社会科学,,CSS_7e64024dcdb8
中国式现代化与中国道路的现代性特征,"现代化是一个描述人类社会从传统向现代社会转型的总体性概念,它既是时间概念,一般指社会历史从“古代”经“中世纪”到“现代”的历史进程,也是理论概念,表征人类与传统告别、进入科技革命推动的工业社会的实践过程;现代性多用于有关现代化的评价,一般指对于现代化过程中造就的现代社会根本特征与表现形态的哲学反思和理论概括,大致包括对社会结构转型的阶段性特征、核心要素及其对新的文明秩序的追寻等共同内容,但由于不同国家的经济基础、自然条件、文化传统不同,现代性又呈现出不同的差异性特征。西方现代化的主要驱动力是资本,因而西方现代社会展现出的现代性特征是:生产方式全面“物化”、以物的依赖性为基础的人的相对独立性、共同体与个体的撕裂。中国式现代化则开创了一条非资本主义的现代化道路,这条道路呈现出的现代性特征是:领导核心与人民主体的统一、社会进步与人的发展的统一、工具性与目的性的统一。中国式现代化创造了社会主义文明形态的中国版本。",2023,赵义良,现代化;现代性;西方现代化;中国式现代化;人类文明新形态,中国社会科学,,CSS_265a5ae314df
中国宪法社会权的体系解释,"中国宪法中规定的社会权条款不能孤立地进行理解,也不能简单地套用传统宪法学的积极权利或社会经济权利等概念进行解释。在立足于中国宪法的体系解释视角下,社会权具有民生保障、民主政治和国家建构的三重维度。在中国宪法的整体结构和规范意图中,社会权也不只是一种社会经济权利,而且是带有社会主义性质的基本权利。具体而言,社会权不仅是个人向政府索要经济福利的请求权,也是实现完整社会身份的基本公民权。社会权不仅仅具有社会经济性质,更具有一定程度上的政治性质。社会权的规范结构,特别是社会权的功能及义务指向,也需要基于此种性质进行建构。社会权的功能更多地体现为客观价值秩序功能,其具体的保护义务不仅指向合宪性审查机关和司法机关等具体国家机构,同时也指向了整个国家治理体系,从而形成一种中国式的社会权制度保障模式。",2023,刘晗,社会权;共同富裕;社会主义宪法;劳动权;体系解释,中国社会科学,,CSS_d2e49b486fa1
从霸权更替到“多极制衡”——16世纪以来的海上格局演变,"16世纪至2000年前后,单极主导和霸权更替曾是海上格局的主要样态,而这种样态是否会延续已成为当前最重大的海上战略问题。研究表明,军事技术的发展和国际规范的变迁对于海上格局的演变有着决定性作用,在2000年之前,无论是军事技术还是国际规范,总体上都更有利于海上权力的集中而非分散;而进入21世纪,这种趋势被逆转,军事技术、国际规范正在改变传统的海上格局样态,世界各大国的海上权力都在受到不同程度地推回、制衡或稀释。在21世纪的第二个十年,“海上多极”的趋势已经非常明显。在这一变局下,海上主导国和崛起国都需要超越传统的权力范式,进行相应的战略调适和政策调整。",2023,胡波,海上格局;霸权更替;均势制衡;军事技术;国际规范,中国社会科学,,CSS_e98c99453c12
以人民性引领中国特色社会学话语体系建设,"作为展现理论创新成果的重要载体,社会学话语的有效性、影响力及其功能作用的发挥,很大程度上取决于话语体系的内在张力能否得到有效协调,这也是反映能否在多元分化的世界中凝聚社会共同体的认同与共识的一个重要途径。人民性是马克思主义最鲜明的品格和本质属性,是中国哲学社会科学的根本特色。以人民性引领中国特色社会学话语体系建设,既是中国社会学话语体系核心价值的体现,也是统筹融通中国社会学话语体系内在的学术性话语、政策性话语、社会性话语关系的核心力量所在。深入论证为何需要以人民性引领中国社会学话语体系建设、如何以人民性引领中国社会学话语体系建设,对于推进中国特色社会学学科体系、学术体系和话语体系的建设具有重要意义。",2023,李友梅,人民性;社会学话语体系;话语协同,中国社会科学,,CSS_1a4a805c1efc
